t,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B
18000,0.021,0.026,0.021,0.027,0.019,0.028,0.022,0.027,0.02,0.029,0.024,0.025,0.021,0.028,0,0.05,0,0.05,0.019,0.03,0.022,0.026,0.025,0.024,0.017,0.029,0.026,0.022,0.027,0.021,0,0.05,0.028,0.021,0.022,0.027,0.024,0.025,0.025,0.022,0.025,0.023,0.026,0.023,0.027,0.022,0.025,0.021,0.023,0.026,0.029,0.02,0.02,0.028,0.027,0.021,0.023,0.026,0.017,0.027,0.025,0.023,0.026,0.023,0.017,0.031,0,0.05,0.025,0.023,0.022,0.027,0.027,0.022,0,0.05,0.021,0.027,0.023,0.026,0.02,0.029,0.025,0.024,0.027,0.022,0.023,0.026,0.027,0.02,0.02,0.029,0.021,0.027,0.016,0.031,0.027,0.022,0.024,0.022,0.022,0.027,0.024,0.024,0.018,0.031,0.026,0.022,0.021,0.026,0.023,0.026,0.024,0.026,0.026,0.023,0,0.05,0.02,0.029,0.031,0.018,0.026,0.022,0.024,0.025,0.026,0.023,0.022,0.026,0.023,0.025,0.024,0.022,0.025,0.023,0.022,0.027,0,0.05,0.022,0.027,0.026,0.022,0,0.05,0.026,0.023,0.025,0.021,0.016,0.028,0.02,0.027,0.019,0.029,0.029,0.02,0.023,0.023,0.019,0.03,0.022,0.027,0.025,0.022,0.022,0.025,0.015,0.032,0.024,0.025,0.025,0.024,0.027,0.022,0.028,0.021,0.025,0.022,0,0.05,0.017,0.027,0.025,0.021,0.021,0.027,0.026,0.023,0,0.05,0,0.05,0.021,0.025,0,0.05,0.027,0.02
18200,0.023,0.025,0.025,0.022,0.021,0.025,0.023,0.026,0.018,0.026,0.026,0.023,0.025,0.024,0,0.05,0,0.05,0.018,0.031,0.022,0.026,0.023,0.026,0.015,0.034,0.024,0.024,0.027,0.022,0,0.05,0.025,0.024,0.022,0.026,0.022,0.027,0.022,0.024,0.023,0.023,0.028,0.021,0.025,0.024,0.026,0.022,0.021,0.028,0.028,0.019,0.019,0.03,0.026,0.018,0.023,0.025,0.023,0.022,0.025,0.024,0.022,0.026,0.018,0.03,0,0.05,0.025,0.024,0.026,0.021,0.03,0.018,0,0.05,0.019,0.03,0.021,0.027,0.021,0.027,0.024,0.024,0.028,0.02,0.022,0.027,0.027,0.022,0.022,0.027,0.021,0.027,0.025,0.025,0.02,0.027,0.023,0.024,0.021,0.026,0.025,0.023,0.02,0.029,0.022,0.027,0.022,0.025,0.023,0.026,0.018,0.031,0.021,0.026,0,0.05,0.019,0.029,0.024,0.017,0.025,0.023,0.025,0.023,0.03,0.019,0.023,0.026,0.024,0.022,0.024,0.023,0.023,0.026,0.023,0.026,0,0.05,0.018,0.028,0.021,0.027,0,0.05,0.025,0.024,0.022,0.027,0.023,0.022,0.023,0.026,0.027,0.022,0.023,0.024,0.021,0.027,0.018,0.031,0.024,0.024,0.029,0.02,0.02,0.028,0.014,0.034,0.023,0.026,0.027,0.022,0.027,0.019,0.029,0.02,0.027,0.023,0,0.05,0.024,0.023,0.029,0.02,0.022,0.027,0.029,0.018,0,0.05,0,0.05,0.022,0.027,0,0.05,0.022,0.026
18400,0.024,0.025,0.022,0.027,0.025,0.024,0.021,0.027,0.018,0.031,0.025,0.024,0.027,0.022,0,0.05,0,0.05,0.018,0.03,0.016,0.033,0.024,0.025,0.015,0.033,0.022,0.025,0.023,0.026,0,0.05,0.024,0.025,0.027,0.022,0.021,0.027,0.019,0.028,0.019,0.03,0.022,0.025,0.024,0.025,0.028,0.02,0.019,0.03,0.025,0.023,0.021,0.027,0.026,0.023,0.02,0.027,0.028,0.02,0.027,0.022,0.02,0.029,0.016,0.03,0,0.05,0.028,0.019,0.028,0.021,0.024,0.025,0,0.05,0.016,0.033,0.02,0.029,0.021,0.023,0.025,0.024,0.026,0.023,0.022,0.026,0.026,0.021,0.021,0.028,0.022,0.027,0.023,0.026,0.025,0.024,0.025,0.023,0.024,0.025,0.025,0.022,0.021,0.025,0.021,0.026,0.026,0.021,0.021,0.026,0.017,0.031,0.021,0.024,0,0.05,0.022,0.027,0.023,0.026,0.02,0.027,0.024,0.024,0.027,0.021,0.019,0.026,0.025,0.023,0.024,0.025,0.021,0.026,0.023,0.024,0,0.05,0.019,0.028,0.019,0.029,0,0.05,0.026,0.023,0.024,0.024,0.026,0.021,0.019,0.03,0.025,0.024,0.024,0.025,0.021,0.028,0.018,0.029,0.026,0.023,0.029,0.02,0.024,0.024,0.019,0.03,0.017,0.029,0.029,0.018,0.027,0.022,0.026,0.021,0.025,0.022,0,0.05,0.028,0.021,0.029,0.019,0.021,0.028,0.028,0.019,0,0.05,0,0.05,0.02,0.026,0,0.05,0.019,0.027
18600,0.017,0.025,0.021,0.027,0.025,0.023,0.023,0.025,0.018,0.03,0.024,0.023,0.027,0.022,0,0.05,0,0.05,0.02,0.029,0.021,0.027,0.026,0.023,0.016,0.033,0.025,0.024,0.024,0.024,0,0.05,0.023,0.025,0.026,0.022,0.022,0.025,0.022,0.026,0.017,0.03,0.02,0.023,0.024,0.021,0.027,0.022,0.021,0.028,0.023,0.026,0.021,0.027,0.026,0.023,0.021,0.028,0.027,0.02,0.023,0.026,0.02,0.029,0.015,0.031,0,0.05,0.024,0.021,0.026,0.021,0.019,0.025,0,0.05,0.02,0.029,0.022,0.027,0.029,0.02,0.022,0.027,0.027,0.022,0.021,0.028,0.022,0.026,0.019,0.028,0.026,0.023,0.026,0.023,0.024,0.024,0.023,0.025,0.025,0.024,0.024,0.024,0.018,0.029,0.016,0.032,0.027,0.022,0.022,0.027,0.019,0.027,0.022,0.026,0,0.05,0.019,0.029,0.023,0.026,0.018,0.03,0.024,0.023,0.031,0.018,0.027,0.022,0.028,0.021,0.024,0.025,0.022,0.026,0.024,0.021,0,0.05,0.019,0.027,0.018,0.028,0,0.05,0.028,0.021,0.023,0.025,0.025,0.024,0.02,0.029,0.023,0.026,0.025,0.024,0.018,0.031,0.024,0.025,0.023,0.025,0.025,0.023,0.021,0.028,0.017,0.032,0.016,0.033,0.028,0.018,0.025,0.024,0.026,0.023,0.025,0.023,0,0.05,0.024,0.024,0.028,0.021,0.018,0.027,0.033,0.016,0,0.05,0,0.05,0.024,0.025,0,0.05,0.017,0.03
18800,0.019,0.03,0.018,0.031,0.027,0.022,0.022,0.026,0.01,0.03,0.024,0.024,0.025,0.022,0,0.05,0,0.05,0.02,0.028,0.021,0.028,0.027,0.022,0.014,0.032,0.027,0.021,0.024,0.024,0,0.05,0.023,0.024,0.027,0.022,0.026,0.023,0.024,0.024,0.018,0.031,0.021,0.028,0.026,0.023,0.025,0.024,0.021,0.028,0.02,0.028,0.023,0.026,0.025,0.023,0.019,0.029,0.025,0.024,0.027,0.022,0.019,0.03,0.021,0.027,0,0.05,0.023,0.026,0.024,0.025,0.018,0.031,0,0.05,0.021,0.027,0.023,0.023,0.024,0.024,0.017,0.032,0.028,0.021,0.021,0.028,0.024,0.023,0.019,0.03,0.024,0.025,0.025,0.021,0.027,0.022,0.028,0.021,0.029,0.019,0.025,0.023,0.021,0.028,0.018,0.031,0.027,0.022,0.024,0.024,0.021,0.028,0.021,0.027,0,0.05,0.02,0.029,0.02,0.025,0.019,0.03,0.024,0.026,0.023,0.026,0.025,0.024,0.028,0.021,0.021,0.028,0.022,0.027,0.025,0.023,0,0.05,0.028,0.021,0.019,0.028,0,0.05,0.027,0.019,0.024,0.025,0.026,0.022,0.02,0.028,0.021,0.026,0.02,0.029,0.019,0.03,0.02,0.026,0.021,0.026,0.027,0.021,0.022,0.026,0.017,0.032,0.018,0.031,0.027,0.022,0.019,0.024,0.026,0.021,0.022,0.027,0,0.05,0.022,0.027,0.03,0.019,0.018,0.031,0.028,0.015,0,0.05,0,0.05,0.021,0.026,0,0.05,0.02,0.029
19000,0.019,0.025,0.016,0.033,0.023,0.025,0.025,0.024,0.014,0.035,0.022,0.027,0.027,0.019,0,0.05,0,0.05,0.017,0.031,0.02,0.029,0.026,0.021,0.018,0.031,0.022,0.027,0.02,0.028,0,0.05,0.021,0.028,0.023,0.026,0.022,0.025,0.022,0.024,0.019,0.03,0.025,0.024,0.023,0.025,0.024,0.024,0.025,0.023,0.02,0.029,0.022,0.026,0.025,0.024,0.02,0.029,0.028,0.021,0.025,0.021,0.021,0.027,0.025,0.025,0,0.05,0.025,0.024,0.02,0.025,0.018,0.029,0,0.05,0.024,0.025,0.024,0.024,0.024,0.023,0.017,0.031,0.024,0.023,0.021,0.028,0.027,0.021,0.021,0.028,0.024,0.025,0.024,0.022,0.024,0.024,0.026,0.023,0.024,0.025,0.024,0.023,0.024,0.025,0.021,0.028,0.025,0.024,0.021,0.026,0.018,0.029,0.022,0.025,0,0.05,0.017,0.029,0.022,0.027,0.021,0.028,0.024,0.024,0.019,0.026,0.021,0.027,0.028,0.018,0.023,0.026,0.022,0.026,0.024,0.024,0,0.05,0.025,0.021,0.027,0.022,0,0.05,0.023,0.025,0.024,0.025,0.025,0.023,0.027,0.021,0.019,0.03,0.023,0.026,0.019,0.029,0.022,0.026,0.027,0.022,0.025,0.024,0.019,0.028,0.021,0.027,0.016,0.032,0.024,0.025,0.02,0.028,0.023,0.026,0.02,0.029,0,0.05,0.024,0.025,0.025,0.024,0.018,0.029,0.026,0.021,0,0.05,0,0.05,0.017,0.029,0,0.05,0.02,0.027
19200,0.019,0.029,0.018,0.031,0.021,0.027,0.021,0.025,0.017,0.032,0.019,0.03,0.028,0.021,0,0.05,0,0.05,0.021,0.027,0.017,0.03,0.028,0.021,0.015,0.031,0.024,0.025,0.022,0.025,0,0.05,0.021,0.026,0.023,0.026,0.028,0.021,0.019,0.029,0.019,0.029,0.024,0.023,0.022,0.027,0.026,0.022,0.019,0.03,0.022,0.026,0.024,0.025,0.024,0.025,0.019,0.03,0.027,0.017,0.02,0.021,0.021,0.028,0.022,0.027,0,0.05,0.024,0.026,0.022,0.026,0.021,0.028,0,0.05,0.027,0.021,0.025,0.022,0.026,0.023,0.019,0.03,0.023,0.026,0.021,0.026,0.027,0.022,0.024,0.025,0.031,0.018,0.023,0.025,0.025,0.024,0.022,0.024,0.023,0.026,0.028,0.021,0.022,0.026,0.022,0.027,0.024,0.025,0.022,0.026,0.019,0.03,0.02,0.028,0,0.05,0.017,0.031,0.02,0.028,0.027,0.022,0.023,0.026,0.019,0.027,0.022,0.026,0.022,0.027,0.023,0.026,0.024,0.024,0.028,0.02,0,0.05,0.022,0.027,0.023,0.027,0,0.05,0.025,0.024,0.024,0.025,0.026,0.023,0.029,0.02,0.02,0.027,0.022,0.026,0.021,0.028,0.021,0.025,0.024,0.022,0.023,0.025,0.021,0.026,0.026,0.023,0.018,0.031,0.024,0.021,0.017,0.032,0.021,0.028,0.021,0.026,0,0.05,0.025,0.024,0.02,0.028,0.019,0.028,0.023,0.025,0,0.05,0,0.05,0.015,0.032,0,0.05,0.019,0.028
19400,0.021,0.028,0.018,0.03,0.018,0.031,0.024,0.025,0.02,0.028,0.021,0.028,0.026,0.023,0,0.05,0,0.05,0.018,0.029,0.022,0.025,0.028,0.02,0.015,0.029,0.019,0.03,0.026,0.022,0,0.05,0.022,0.027,0.024,0.025,0.027,0.021,0.019,0.023,0.022,0.027,0.024,0.025,0.021,0.027,0.021,0.027,0.02,0.027,0.027,0.022,0.023,0.026,0.022,0.027,0.026,0.022,0.026,0.022,0.018,0.028,0.024,0.025,0.023,0.026,0,0.05,0.02,0.027,0.023,0.026,0.019,0.03,0,0.05,0.028,0.021,0.028,0.02,0.027,0.02,0.023,0.026,0.024,0.025,0.027,0.022,0.025,0.024,0.025,0.023,0.024,0.025,0.025,0.021,0.023,0.026,0.028,0.021,0.024,0.024,0.027,0.022,0.026,0.023,0.02,0.029,0.018,0.025,0.023,0.025,0.017,0.03,0.019,0.03,0,0.05,0.018,0.03,0.021,0.027,0.029,0.02,0.024,0.023,0.021,0.028,0.02,0.029,0.026,0.023,0.027,0.022,0.023,0.026,0.028,0.021,0,0.05,0.021,0.024,0.024,0.023,0,0.05,0.02,0.026,0.023,0.023,0.025,0.024,0.029,0.02,0.018,0.031,0.024,0.025,0.02,0.029,0.016,0.029,0.021,0.028,0.021,0.027,0.026,0.023,0.027,0.022,0.022,0.027,0.024,0.024,0.016,0.033,0.022,0.027,0.021,0.026,0,0.05,0.023,0.026,0.018,0.03,0.02,0.028,0.024,0.025,0,0.05,0,0.05,0.02,0.028,0,0.05,0.018,0.031
19600,0.024,0.022,0.016,0.032,0.021,0.028,0.026,0.023,0.019,0.03,0.02,0.028,0.025,0.02,0,0.05,0,0.05,0.018,0.031,0.022,0.027,0.027,0.019,0.019,0.029,0.022,0.027,0.027,0.02,0,0.05,0.022,0.024,0.021,0.027,0.025,0.024,0.022,0.027,0.023,0.025,0.018,0.029,0.022,0.027,0.024,0.024,0.022,0.027,0.024,0.025,0.02,0.028,0.023,0.025,0.021,0.027,0.025,0.024,0.021,0.028,0.025,0.024,0.025,0.023,0,0.05,0.018,0.031,0.026,0.023,0.022,0.027,0,0.05,0.028,0.018,0.026,0.023,0.023,0.026,0.023,0.026,0.022,0.026,0.026,0.023,0.03,0.019,0.025,0.024,0.019,0.03,0.023,0.025,0.023,0.026,0.024,0.025,0.023,0.026,0.024,0.024,0.024,0.025,0.021,0.028,0.017,0.032,0.022,0.025,0.021,0.029,0.019,0.028,0,0.05,0.023,0.026,0.025,0.024,0.031,0.014,0.026,0.023,0.021,0.028,0.021,0.025,0.023,0.026,0.027,0.02,0.022,0.027,0.023,0.026,0,0.05,0.021,0.018,0.024,0.023,0,0.05,0.024,0.025,0.024,0.025,0.024,0.024,0.027,0.021,0.018,0.026,0.022,0.027,0.019,0.03,0.023,0.026,0.023,0.026,0.019,0.027,0.024,0.025,0.028,0.02,0.019,0.03,0.021,0.028,0.02,0.029,0.017,0.032,0.022,0.027,0,0.05,0.024,0.025,0.022,0.027,0.027,0.021,0.026,0.023,0,0.05,0,0.05,0.021,0.028,0,0.05,0.019,0.031
19800,0.027,0.022,0.023,0.026,0.023,0.026,0.025,0.024,0.02,0.026,0.027,0.021,0.025,0.02,0,0.05,0,0.05,0.019,0.029,0.022,0.026,0.028,0.021,0.023,0.026,0.026,0.021,0.024,0.025,0,0.05,0.025,0.024,0.017,0.032,0.024,0.025,0.022,0.027,0.019,0.03,0.023,0.026,0.026,0.023,0.02,0.025,0.02,0.029,0.026,0.023,0.019,0.03,0.02,0.029,0.025,0.022,0.024,0.024,0.016,0.033,0.024,0.025,0.021,0.024,0,0.05,0.02,0.028,0.025,0.024,0.023,0.026,0,0.05,0.02,0.029,0.025,0.022,0.022,0.027,0.023,0.026,0.021,0.026,0.027,0.022,0.029,0.019,0.026,0.023,0.021,0.028,0.024,0.024,0.023,0.026,0.023,0.026,0.025,0.024,0.021,0.026,0.022,0.024,0.016,0.028,0.018,0.03,0.018,0.026,0.023,0.025,0.021,0.028,0,0.05,0.021,0.028,0.024,0.022,0.035,0.014,0.02,0.029,0.02,0.028,0.026,0.023,0.02,0.028,0.028,0.021,0.021,0.027,0.025,0.024,0,0.05,0.03,0.019,0.023,0.023,0,0.05,0.025,0.024,0.025,0.024,0.021,0.028,0.019,0.03,0.022,0.026,0.023,0.026,0.016,0.032,0.022,0.025,0.019,0.03,0.022,0.027,0.024,0.024,0.03,0.019,0.016,0.033,0.023,0.025,0.018,0.028,0.019,0.029,0.025,0.023,0,0.05,0.024,0.025,0.02,0.028,0.024,0.023,0.022,0.027,0,0.05,0,0.05,0.025,0.024,0,0.05,0.023,0.026
20000,0.03,0.019,0.022,0.025,0.021,0.025,0.024,0.024,0.027,0.021,0.029,0.02,0.021,0.026,0,0.05,0,0.05,0.019,0.026,0.028,0.021,0.025,0.023,0.023,0.026,0.025,0.024,0.024,0.018,0,0.05,0.026,0.023,0.02,0.028,0.024,0.022,0.02,0.029,0.022,0.026,0.022,0.027,0.021,0.023,0.024,0.024,0.019,0.027,0.024,0.021,0.023,0.026,0.023,0.026,0.027,0.022,0.021,0.028,0.022,0.027,0.023,0.025,0.021,0.028,0,0.05,0.021,0.027,0.025,0.023,0.022,0.027,0,0.05,0.023,0.026,0.025,0.024,0.022,0.027,0.025,0.022,0.025,0.023,0.029,0.018,0.019,0.021,0.029,0.019,0.022,0.026,0.023,0.025,0.023,0.026,0.026,0.023,0.025,0.024,0.023,0.026,0.022,0.027,0.014,0.034,0.023,0.026,0.02,0.029,0.023,0.026,0.019,0.03,0,0.05,0.02,0.029,0.02,0.029,0.03,0.019,0.021,0.025,0.024,0.025,0.029,0.02,0.02,0.028,0.023,0.026,0.021,0.027,0.027,0.022,0,0.05,0.027,0.02,0.028,0.021,0,0.05,0.023,0.026,0.027,0.022,0.022,0.027,0.017,0.033,0.028,0.02,0.023,0.024,0.015,0.034,0.021,0.028,0.023,0.025,0.019,0.03,0.023,0.023,0.031,0.018,0.017,0.033,0.023,0.026,0.022,0.027,0.02,0.028,0.02,0.029,0,0.05,0.026,0.022,0.018,0.031,0.022,0.027,0.025,0.024,0,0.05,0,0.05,0.022,0.024,0,0.05,0.018,0.031
